customer_id,customer_name,email,registration_date,customer_type
CUST0380,Frank Daugherty,fconner@example.net,2024-06-23,PREMIUM
CUST0381,Kristina Preston,jeffrey92@example.com,2024-06-12,PREMIUM
CUST0382,Bethany Daniel,xrosales@example.net,2023-08-16,REGULAR
CUST0383,Tammy Ponce,daniellegarcia@example.com,2023-12-13,VIP
CUST0384,Cynthia Haas,daisymccarty@example.net,2025-07-15,VIP
CUST0385,Gabriela Smith,johnjones@example.com,2025-11-20,PREMIUM
CUST0386,Amber Kim,acosta@example.com,2026-03-04,PREMIUM
CUST0387,James Poole,franciscojones@example.org,2024-05-30,PREMIUM
CUST0388,Trevor Jones,pamelamartin@example.org,2025-03-02,REGULAR
CUST0389,Anna Wheeler,bbush@example.net,2024-01-08,REGULAR
CUST0390,Brooke Garcia,terriortiz@example.net,2025-09-10,PREMIUM
CUST0391,Deborah Campbell,codylong@example.net,2026-01-17,VIP
CUST0392,Isaac Patterson,madison97@example.org,2023-10-26,VIP
CUST0393,Mark Rowland,tanthony@example.com,2024-12-09,REGULAR
CUST0394,Deborah May,ylopez@example.com,2024-02-01,REGULAR
CUST0395,Jeremiah Baker,anne21example.org,2025-07-13,VIP
CUST0396,Jennifer Avila,angelarandall@example.net,2024-10-12,REGULAR
CUST0397,Sharon Wells,thomasmiller@example.net,2023-08-19,VIP
CUST0398,Kellie Duncan,davidtodd@example.org,2026-05-17,PREMIUM
CUST0399,Daniel Lee,hendersonvanessa@example.com,2024-02-18,REGULAR
CUST0400,Brittany Larson,renee11@example.com,2025-03-12,PREMIUM
CUST0401,Shannon Stone,buchanancindy@example.net,2025-11-14,REGULAR
CUST0402,Chase Knight,buckleyanna@example.org,2025-11-19,REGULAR
CUST0403,Sheryl Humphrey,patrick79@example.net,2024-12-11,PREMIUM
CUST0404,Jamie Montgomery,vwilliams@example.net,2024-03-28,PREMIUM
CUST0405,Tammie Prince,morganlaura@example.com,2024-05-14,REGULAR
CUST0406,Michael Garcia PhD,kevinmanning@example.com,2024-05-02,PREMIUM
CUST0407,Matthew Lopez,robinrussell@example.com,2025-10-21,VIP
CUST0408,Samantha Robertson,cameronmckinney@example.com,2023-12-07,VIP
CUST0409,Sherry Johnson,nancygonzalez@example.org,2024-04-10,PREMIUM
CUST0410,Thomas Bush,micheal78@example.com,2025-06-07,VIP
CUST0411,Andre Watson,ethompson@example.net,2025-03-07,VIP
CUST0412,Ryan Green,mitchellpaul@example.org,2026-02-01,VIP
CUST0413,Cindy Walker,ericaadams@example.com,2025-01-24,REGULAR
CUST0414,Tracy Fleming,pbuck@example.org,2025-04-30,VIP
CUST0415,David Trujillo,jennifer46@example.com,2026-01-30,VIP
CUST0416,Daniel Turner,asilva@example.net,2026-07-11,PREMIUM
CUST0417,Sara Hoffman,kenneth17@example.org,2024-07-14,VIP
CUST0418,Frederick Hill,jacob83@example.org,2025-12-10,REGULAR
CUST0419,Lindsay Guerrero,jenniferrios@example.com,2024-04-21,REGULAR
CUST0420,James Johnson,matthewreeves@example.net,2025-02-16,PREMIUM
CUST0421,Susan Powers,megan82@example.com,2023-10-26,REGULAR
CUST0422,David Stokes,staceylam@example.net,2023-10-17,REGULAR
CUST0423,Patrick Parker,nathan94@example.com,2026-01-29,VIP
CUST0424,Sean Silva,kennedyjames@example.org,2026-02-16,VIP
CUST0425,Edwin Brown,derrickgonzalez@example.com,2026-06-27,REGULAR
CUST0426,Victoria Thomas,kimberlyfreeman@example.net,2026-06-27,PREMIUM
CUST0427,Anthony Hayes,kathleenjackson@example.org,2024-12-29,PREMIUM
CUST0428,Anita Mendez,epowell@example.com,2023-07-17,VIP
CUST0429,Monica Dodson,katherine83@example.org,2025-07-22,REGULAR
CUST0430,Danielle Steele,larry16@example.net,2025-04-17,VIP
CUST0431,Rodney Evans,stephen89@example.net,2024-07-16,PREMIUM
CUST0432,Whitney Cooper,mhoward@example.org,2026-05-16,REGULAR
CUST0433,Jennifer Perez,jasonjohnson@example.net,2024-01-13,VIP
CUST0434,Matthew Johnson,kelsey90@example.net,2026-07-06,VIP
CUST0435,Martha Smith,butleromar@example.net,2024-04-14,PREMIUM
CUST0436,Christine Jennings,turnerdorothy@example.net,2025-02-01,VIP
CUST0437,Mercedes Barnes,huntchristine@example.com,2023-11-13,PREMIUM
CUST0438,Craig Gonzalez,marie35@example.net,2024-10-03,PREMIUM
CUST0439,Joshua Lozano,arivera@example.org,2025-07-17,REGULAR
CUST0440,Sara Caldwell,stacychan@example.org,2025-09-12,REGULAR
CUST0441,David Hall,joseph01@example.org,2026-02-24,VIP
CUST0442,Heather Rhodes,grodgers@example.org,2023-07-22,PREMIUM
CUST0443,Matthew Murphy,rfriedman@example.net,2023-10-21,PREMIUM
CUST0444,Catherine Morales,ynelson@example.net,2026-01-29,REGULAR
CUST0445,Mariah Robles,andersonjessica@example.org,2023-11-02,REGULAR
CUST0446,Karen Carroll,ywhite@example.com,2025-05-12,PREMIUM
CUST0447,Sheryl Acosta,timothyfreeman@example.com,2024-11-05,REGULAR
CUST0448,Matthew Smith,tiffanysantiago@example.com,2025-01-30,VIP
CUST0449,Lisa Reynolds,timothyalvarado@example.net,2024-09-05,PREMIUM
CUST0450,Kristin Huerta,smithsarah@example.net,2026-01-27,REGULAR
CUST0451,Sheila Jones,vfloresexample.com,2023-09-05,VIP
CUST0452,Mason Powell,christianwallace@example.net,2024-11-14,PREMIUM
CUST0453,Jillian Wilson,bmcgee@example.org,2024-09-26,VIP
CUST0454,Joshua Petersen,pamela83@example.net,2025-07-16,VIP
CUST0455,Heidi Brown,meganrivera@example.net,2025-04-29,PREMIUM
CUST0456,Heidi Chavez,malonejeffrey@example.com,2024-08-04,VIP
CUST0457,Rebecca Kelley,jacqueline02@example.com,2023-12-12,REGULAR
CUST0458,Mikayla Rodriguez,jacobconrad@example.com,2024-03-04,REGULAR
CUST0459,Cheryl Morgan,owilliams@example.net,2025-04-17,REGULAR
CUST0460,Joanna Barrett,tamarasmith@example.net,2023-09-03,VIP
CUST0461,Sara Webb,heatherthompson@example.org,2023-11-02,REGULAR
CUST0462,Lisa Morris,mbarnes@example.net,2025-10-24,VIP
CUST0463,Victor Waller,iballard@example.com,2025-05-02,REGULAR
CUST0464,Kayla Cameron,jennifer83@example.org,2024-02-26,PREMIUM
CUST0465,Melissa Morse,tinasantos@example.org,2025-01-14,VIP
CUST0466,Erica Wilson,anna99@example.net,2025-08-28,VIP
CUST0467,Stephanie Ferguson,hstokes@example.org,2023-08-08,REGULAR
CUST0468,Michael Gonzalez,tonyavega@example.org,2026-01-16,PREMIUM
CUST0469,Elizabeth Molina,howardshaun@example.net,2026-02-17,REGULAR
CUST0470,Sharon Newton,yyoung@example.net,2024-05-22,REGULAR
CUST0471,Tammy Hughes,tammy00@example.net,2024-04-12,PREMIUM
CUST0472,Priscilla Berg,rhondabush@example.net,2024-08-18,PREMIUM
CUST0473,Nancy Gonzalez,kellythompson@example.net,2023-10-01,REGULAR
CUST0474,Nancy Wilson,pattersonangela@example.org,2024-01-04,PREMIUM
CUST0475,Abigail Owens,billmcfarland@example.net,2023-09-05,REGULAR
CUST0476,Lisa Stanley,jtyler@example.com,2023-09-29,VIP
CUST0477,Kelly Krueger,hartmanerik@example.net,2025-02-19,REGULAR
CUST0478,Daniel Lewis,mark43@example.net,2025-02-12,VIP
CUST0479,Samantha Zavala MD,sean99@example.org,2026-05-27,REGULAR
CUST0480,Erica Moon,,2023-08-08,PREMIUM
CUST0481,Patricia Robertson,stucker@example.net,2024-02-07,VIP
CUST0482,Tiffany Jackson,simsjason@example.net,2025-11-05,PREMIUM
CUST0483,Jessica Garcia,elucas@example.net,2025-08-01,VIP
CUST0484,Mitchell Johnson,brownlaura@example.net,2023-09-27,VIP
CUST0485,Susan Russell,bmccoy@example.com,2023-07-30,REGULAR
CUST0486,Kimberly May,,2026-01-26,REGULAR
CUST0487,Jonathan Roberts,catherine47@example.com,2024-09-17,REGULAR
CUST0488,Kara Ferguson,julierobles@example.net,2024-05-30,REGULAR
CUST0489,Elizabeth Eaton,susan08@example.net,2023-12-13,PREMIUM
CUST0490,Kenneth Long,torreskaitlin@example.net,2024-07-22,REGULAR
CUST0491,Matthew Hunt,jackjensen@example.com,2024-02-09,REGULAR
CUST0492,Robert Phelps,enewman@example.com,2025-07-17,VIP
CUST0493,Craig Carpenter,michael31@example.com,2025-05-20,PREMIUM
CUST0494,Emily Hayes,heather29@example.net,2024-08-14,PREMIUM
CUST0495,Jeffrey Smith,kristenjoseph@example.net,2024-10-31,VIP
CUST0496,Brandy Quinn,wford@example.com,2024-12-26,VIP
CUST0497,Matthew Miller,michele28@example.org,2024-04-25,REGULAR
CUST0498,Angela Jones,atkinsoncrystal@example.net,2025-04-06,PREMIUM
CUST0499,Christy Johnson,amy87@example.net,2025-11-07,REGULAR
CUST0500,Daniel Barton,dennis88@example.org,2024-09-18,VIP
CUST0242,Jennifer Dunn,ztodd@example.net,2026-01-01,REGULAR
CUST0449,Lisa Reynolds,timothyalvarado@example.net,2024-09-05,PREMIUM
CUST0076,Meredith Hill,blackjames@example.org,2025-09-08,PREMIUM
CUST0213,Martha Ruiz,booneryan@example.com,2025-09-16,PREMIUM
CUST0482,Tiffany Jackson,simsjason@example.net,2025-11-05,PREMIUM
CUST0281,Brent Hall,petersonkayla@example.net,2024-09-18,VIP
CUST0475,Abigail Owens,billmcfarland@example.net,2023-09-05,REGULAR
CUST0270,Sara Jones,duranrobert@example.net,2024-03-21,REGULAR
CUST0041,Justin Baxter,sarayoung@example.org,2026-06-15,PREMIUM
CUST0223,Kaitlyn Charles,thorntonapril@example.net,2024-07-02,VIP
